X17753;X17754;X17755;X17756;X17757;X17758;X17760;X17761;X17762;X17763;X17764;X17765;X17766;X17767;X17768;X17769;X17770;X17771;X17772;X17773;X17774;X17775;X17776;X17777;X17778
HLA-DQB1;0.554455193;0.783444823;0.248961814;0.67924404;0.537821595;0.814970025;0.503785484;0.37794992;0.258330826;0.751169824;0.764210537;0.59224535;0.78841773;0.338263683;0.776167717;0.654164282;0.479276066;0.409313324;0.776765149;0.465331528;0.858622167;0.53007719;0.507597238;0.564653066;0.867712888
HLA-DQB2;0.823294196;0.906051089;0.580167712;0.78688313;0.793178935;0.838721149;0.854344711;0.391350442;0.848014362;0.740803729;0.85994398;0.731785724;0.80926903;0.563960117;0.753545078;0.71829013;0.804109233;0.832308761;0.820587438;0.839391689;0.806139324;0.794289281;0.62653366;0.786960617;0.90974579
HLA-DRA;0.070655461;0.115863849;0.049755381;0.083702206;0.312891788;0.057728063;0.0736647;0.291188703;0.249007421;0.127593253;0.305296828;0.1180629;0.178437328;0.085678341;0.054103219;0.039594989;0.040494482;0.033458406;0.091216652;0.275671181;0.069619132;0.063946462;0.06202809;0.083978167;0.213643342
HLA-F;0.024467954;0.030880006;0.018704599;0.016731403;0.032977674;0.027311554;0.032526533;0.048128983;0.016194504;0.02691348;0.029620187;0.036544622;0.040143362;0.017819478;0.014796699;0.014729404;0.012188719;0.014075201;0.032594502;0.016615318;0.015482691;0.024224161;0.011485512;0.019065061;0.011937067
HLA-G;0.342371407;0.46583291;0.490262399;0.03936949;0.735899308;0.779860143;0.537853669;0.728933594;0.689905495;0.628304347;0.105403805;0.556586387;0.37878433;0.472415664;0.272923741;0.495892686;0.254379044;0.91569798;0.706510739;0.101159924;0.213873873;0.374193654;0.675638855;0.034854353;0.773161684
HLF;0.165375723;0.189704383;0.11928359;0.133970334;0.172910056;0.114688629;0.139816089;0.113537543;0.105440718;0.16896501;0.126145325;0.153457766;0.40680222;0.557134433;0.137450068;0.138664687;0.113548508;0.085146489;0.10586309;0.106054516;0.39757355;0.144249627;0.101677609;0.150304618;0.130852557
HLRC1;0.029947;0.033355458;0.017526949;0.023840468;0.035628599;0.043452527;0.043780435;0.022850541;0.071822739;0.040167066;0.031731356;0.066334434;0.030456857;0.028468121;0.019124464;0.018309686;0.013511888;0.017780428;0.041096732;0.035774163;0.01478194;0.03344826;0.019645384;0.0184829;0.034775402
HLX1;0.123094886;0.138957946;0.046799584;0.058138997;0.123736602;0.089947176;0.161412846;0.077786924;0.075665394;0.119037119;0.222359468;0.110987529;0.335383733;0.080848679;0.042836623;0.675451778;0.053030818;0.077386765;0.129494516;0.091229471;0.048861682;0.096162523;0.061293574;0.102837985;0.157438922
HLXB9;0.051791995;0.059429858;0.058929988;0.073524187;0.030937373;0.049746838;0.054770836;0.035526978;0.052011394;0.058480237;0.071127796;0.060766913;0.048529862;0.05724145;0.04713508;0.047935787;0.055115102;0.027717201;0.048770662;0.04657282;0.045814647;0.052089748;0.047669707;0.060491591;0.028958534
HMBOX1;0.078418147;0.06231771;0.043659981;0.058255238;0.035294293;0.040889611;0.043016136;0.040986235;0.031313573;0.039869395;0.041000601;0.058400088;0.063916633;0.036561323;0.035323079;0.037566521;0.042996494;0.030529571;0.040941075;0.05087297;0.038393829;0.076988337;0.026872051;0.043620218;0.056163236
HMBS;0.039476369;0.034049381;0.038010442;0.037161779;0.033190381;0.03429906;0.036334533;0.040190058;0.028296588;0.039846827;0.040406715;0.039583313;0.030029644;0.028102661;0.029060581;0.032088898;0.028425392;0.033688247;0.031070422;0.036524897;0.028218042;0.042359687;0.035897821;0.025252149;0.026966405
HMFN0839;0.038124916;0.051301527;0.031892528;0.04257937;0.037359823;0.037352317;0.063443247;0.041931711;0.035866447;0.035843185;0.03979798;0.038765932;0.039782174;0.03646727;0.029411425;0.03331497;0.033621049;0.047674869;0.035490456;0.050048738;0.031713317;0.062428245;0.029773812;0.041996874;0.040304437
HMG20A;0.048162;0.048737961;0.041039992;0.037710548;0.033288026;0.033537532;0.043288037;0.038326129;0.04216021;0.036448034;0.044246599;0.04232982;0.037424649;0.050131752;0.03497762;0.04902727;0.033923376;0.031446002;0.034954441;0.030556626;0.047485643;0.038462248;0.031059539;0.04085147;0.031840849
HMG20B;0.961799509;0.967306135;0.948587947;0.980941808;0.933838663;0.96792051;0.926551235;0.941465518;0.8658279;0.966448514;0.965553326;0.965949631;0.969995854;0.975523172;0.970749052;0.973518673;0.976371747;0.983644118;0.890200519;0.96659176;0.91848558;0.987054813;0.96124519;0.982864291;0.977864955
HMGA1;0.064353706;0.07761694;0.064225208;0.087791929;0.074406704;0.085139044;0.152114942;0.121596136;0.102110087;0.055288224;0.091989178;0.071587151;0.070902563;0.32095923;0.056954854;0.030317243;0.040512753;0.045514388;0.051217105;0.09439033;0.049800101;0.0508979;0.030882136;0.043601805;0.02768266
HMGA2;0.150328784;0.111288295;0.050232271;0.069333742;0.088817522;0.051783379;0.044738057;0.143049518;0.04660902;0.063293285;0.170409735;0.059816606;0.174055039;0.057571092;0.132149836;0.106652852;0.090502582;0.032705271;0.084881924;0.148293551;0.090047417;0.307244583;0.034555619;0.119427622;0.063882519
HMGB1;0.024102871;0.017643345;0.021222217;0.016622637;0.018766897;0.014384777;0.019579565;0.018206722;0.015394234;0.0131772;0.01743861;0.023146151;0.013503513;0.012731608;0.010351842;0.014395815;0.01572443;0.014013779;0.014312236;0.013319759;0.014399314;0.013835756;0.01293706;0.014282259;0.014515844
HMGB2;0.023818322;0.024320419;0.01652173;0.01638268;0.01423727;0.020529433;0.018717224;0.011536629;0.020755516;0.019531687;0.021864527;0.021440283;0.015476214;0.017602193;0.009803111;0.010692403;0.008148236;0.012942266;0.025817436;0.015658232;0.014176616;0.007343961;0.014257007;0.010813919;0.013747753
HMGB3;0.50942415;0.071747427;0.082966455;0.597821595;0.557221533;0.055287117;0.091617693;0.068463828;0.107108146;0.530591225;0.071541243;0.052268971;0.048910791;0.420559704;0.584654915;0.035223017;0.074587408;0.49145269;0.040406478;0.651027715;0.454569851;0.064583726;0.042782143;0.552960071;0.049677166
HMGCL;0.032827349;0.029679788;0.028672997;0.02400929;0.027143401;0.032344462;0.049276129;0.038240395;0.026809136;0.020184212;0.027794579;0.030532078;0.024902186;0.040412856;0.021392084;0.014799089;0.029145432;0.023547016;0.032092777;0.024420384;0.017373515;0.028154899;0.017231065;0.01521508;0.016966201
HMGCR;0.027790998;0.020115707;0.010107758;0.01262315;0.019742523;0.030446415;0.020632855;0.019071892;0.015794553;0.018000127;0.014765746;0.028181186;0.022670869;0.016689184;0.00773594;0.01634669;0.007963378;0.012708861;0.022029331;0.014201337;0.015427813;0.014382668;0.010185125;0.011475953;0.017082294
HMGCS1;0.042272175;0.021096031;0.011975051;0.023874463;0.03546274;0.02911979;0.032019046;0.03884125;0.036885586;0.045838909;0.046737564;0.042366407;0.045985842;0.030924851;0.015808462;0.011831633;0.010443225;0.011078141;0.04764536;0.023115634;0.01094538;0.026155144;0.016085204;0.015351195;0.01847159
HMGCS2;0.358738404;0.532118795;0.247846293;0.486570719;0.261227053;0.374228502;0.192531505;0.231914465;0.172583239;0.358980527;0.341851701;0.467048869;0.376339743;0.240991949;0.401780645;0.210654076;0.223797676;0.111564397;0.241898096;0.29550837;0.284825906;0.436331648;0.178517084;0.365505255;0.240628932
HMGN1;0.528230372;0.458770295;0.486222212;0.451246352;0.460207466;0.426430276;0.472021153;0.450907325;0.474443883;0.484494967;0.460633203;0.449786401;0.460699173;0.369097626;0.459590363;0.408584703;0.46410312;0.488143342;0.48345174;0.389653753;0.449697369;0.476389553;0.498790888;0.446852158;0.452411426
HMGN2;0.040228315;0.04877841;0.043627512;0.042624115;0.043042554;0.052504292;0.066607068;0.048554671;0.049517097;0.064089078;0.083793643;0.046174942;0.030364498;0.045614672;0.034851905;0.035965049;0.039576725;0.045348562;0.052013873;0.035824362;0.033223314;0.046270044;0.040634381;0.053918159;0.040265417
HMGN3;0.329945651;0.290295973;0.377741563;0.270748697;0.164020986;0.326618756;0.17679273;0.221600857;0.20193795;0.249636403;0.312041492;0.441278002;0.308445104;0.238298247;0.259495416;0.346824938;0.559621398;0.303142373;0.178232788;0.190809518;0.657918752;0.244025379;0.224207881;0.228215252;0.305297314
HMGN4;0.035438731;0.03807148;0.029412229;0.036610264;0.042591768;0.040771398;0.039757974;0.0337223;0.023330633;0.029001855;0.027870611;0.026976748;0.037418774;0.040646004;0.026666904;0.025341057;0.016510037;0.021418857;0.046898906;0.017819076;0.029567525;0.045547474;0.011485438;0.028237773;0.028463203
HMHA1;0.046565655;0.043503617;0.063952951;0.048516274;0.045279583;0.043169029;0.113342814;0.069253238;0.186423469;0.053730306;0.087105354;0.052575447;0.034404749;0.677990144;0.046786922;0.041294033;0.046390679;0.211187333;0.053437719;0.048308761;0.061161616;0.048445128;0.040247864;0.03646497;0.052921416
HMOX1;0.507736293;0.608934539;0.594430166;0.593180157;0.674487949;0.802077913;0.608228008;0.434998332;0.410805723;0.497518299;0.803075118;0.692154792;0.77533737;0.553189102;0.691787804;0.553929805;0.555490994;0.133994949;0.358240912;0.572113189;0.492203286;0.791608183;0.479477013;0.739636588;0.617460115
HMOX2;0.444178054;0.418332885;0.251870035;0.435552228;0.479040236;0.490884156;0.356684117;0.456723557;0.515283839;0.422556776;0.649568254;0.563900122;0.375374618;0.512828268;0.486651508;0.202729055;0.458468141;0.307451684;0.209283687;0.665224689;0.256234372;0.621393803;0.396375875;0.631646297;0.743507305
HMP19;0.59938169;0.352693407;0.386680373;0.48280103;0.165375768;0.346646297;0.098883733;0.404958629;0.825757257;0.218714392;0.316064578;0.538942291;0.444188248;0.290616394;0.380841982;0.350239093;0.330749013;0.047654996;0.079968572;0.350884473;0.379619345;0.39384976;0.225832874;0.144065672;0.382890835
HNF4A;0.255500936;0.492048803;0.157166266;0.254856417;0.206052843;0.088026311;0.127536347;0.239708995;0.078585696;0.224656437;0.307903162;0.355942926;0.295086877;0.118143302;0.288859087;0.073671521;0.058425097;0.025834157;0.141187375;0.14023228;0.200914101;0.385431381;0.134002139;0.190806188;0.080695493
HNF4G;0.644306534;0.707342892;0.800540179;0.494949402;0.748285444;0.682536844;0.776259261;0.748245136;0.844595214;0.710448476;0.601482039;0.753139988;0.609809593;0.697338613;0.604907441;0.801246289;0.608516935;0.869058482;0.76089638;0.766392061;0.762556171;0.549484838;0.670264636;0.681691716;0.802059157
HNMT;0.421423089;0.576718282;0.53666737;0.470114165;0.369571702;0.711717161;0.250061609;0.35019201;0.28560842;0.483132489;0.441021709;0.548080409;0.588129073;0.312731904;0.518510464;0.24779939;0.237267279;0.092413957;0.269237286;0.38616607;0.820127309;0.615932149;0.220896406;0.425398228;0.248356149
HNRNPG-T;0.345984015;0.411900486;0.130558787;0.354402473;0.405059716;0.654783158;0.334562013;0.316354939;0.587815732;0.418149142;0.521755796;0.371756598;0.353009542;0.239502332;0.438411789;0.096377988;0.690234905;0.800594422;0.687649561;0.339521715;0.127564786;0.437319249;0.328326172;0.359096214;0.56375174
HNRPA0;0.087488643;0.071392141;0.076218829;0.075962711;0.062909083;0.071285613;0.108534023;0.098491545;0.082759264;0.091941499;0.101260056;0.100570729;0.060243292;0.066196408;0.064751711;0.092458167;0.066804788;0.097556523;0.091547441;0.083187268;0.081460933;0.073552914;0.079943608;0.077969902;0.086102662
HNRPA1;0.058686321;0.052690583;0.024750654;0.046981878;0.044230038;0.042827935;0.057465717;0.035694683;0.030789813;0.045723704;0.064529526;0.051899085;0.082938732;0.073836027;0.020330764;0.019104791;0.015323513;0.029609437;0.079534181;0.038904859;0.025773237;0.030959454;0.023933127;0.038092735;0.039700332
HNRPA2B1;0.029530692;0.03913393;0.019476019;0.026101625;0.03443202;0.033514367;0.049850719;0.041328216;0.031147606;0.049218774;0.02390235;0.040752087;0.037025353;0.036765944;0.030743548;0.023239238;0.01444339;0.020286434;0.042243515;0.02758526;0.025067532;0.040985263;0.036639212;0.012797795;0.018986561
HNRPA3;0.034540021;0.028482554;0.01449821;0.023745753;0.027638591;0.051307123;0.070667299;0.033195775;0.021309581;0.02872456;0.043374944;0.035568107;0.05075425;0.034719694;0.017637745;0.020898878;0.012028656;0.031021527;0.036195533;0.02105818;0.017018507;0.027117397;0.023103527;0.018701588;0.019790796
HNRPAB;0.030309261;0.03060475;0.026147409;0.022489304;0.024680011;0.02818017;0.088071057;0.040326641;0.041775821;0.027368274;0.042194418;0.03629477;0.021523622;0.019501082;0.021525131;0.02459921;0.02341292;0.030048021;0.026169057;0.026178099;0.024227948;0.022418956;0.028047942;0.022709749;0.027304447
HNRPC;0.021669511;0.037059476;0.015807258;0.033848083;0.020186955;0.019813177;0.036991581;0.030882914;0.013675851;0.027371217;0.023203901;0.023837234;0.027899656;0.027100804;0.013170024;0.010063264;0.014234996;0.019155541;0.038856184;0.027726004;0.007254383;0.018082729;0.014849059;0.030448421;0.015655089
HNRPF;0.030269267;0.033284708;0.029232283;0.028959769;0.032849776;0.032626468;0.034525495;0.031043758;0.030694095;0.03088324;0.032012878;0.03549291;0.031765911;0.032912173;0.023481799;0.027268251;0.028334811;0.029685055;0.034564526;0.029207075;0.021764416;0.024153287;0.021607101;0.026675594;0.025274477
HNRPH1;0.054368052;0.061158254;0.050700085;0.04243517;0.057583381;0.042278446;0.100401693;0.0669538;0.0400259;0.073536268;0.121323073;0.065757629;0.041803428;0.037237727;0.025460618;0.02802512;0.03575058;0.041109677;0.04358161;0.058517706;0.037199818;0.043083712;0.043423738;0.028711677;0.050217142
HNRPH3;0.023516787;0.024598572;0.021860404;0.020076725;0.014644197;0.020455326;0.026067839;0.02290275;0.018226031;0.024046264;0.023119801;0.023153066;0.017942592;0.017394826;0.01898999;0.019674215;0.018646918;0.021669781;0.018288602;0.018842661;0.016549454;0.015876915;0.016705183;0.013882177;0.017366013
HNRPK;0.035175849;0.059140962;0.034910749;0.030985515;0.060529326;0.037206734;0.053948839;0.051731435;0.02705385;0.030423517;0.032442174;0.044252712;0.03895898;0.033216778;0.02517425;0.024090996;0.022437259;0.043852249;0.050156032;0.030388009;0.026764691;0.026784215;0.016269079;0.023617729;0.02815295
HNRPLL;0.070074163;0.061288483;0.062785741;0.057437515;0.046204996;0.026640303;0.106646023;0.060134056;0.051826056;0.06713772;0.099012444;0.03129191;0.075557414;0.039839736;0.030264452;0.021306401;0.022625229;0.026546941;0.040553797;0.056822896;0.03341105;0.029859944;0.015534468;0.029472325;0.037261859
HNRPR;0.043428957;0.050659685;0.036028941;0.038472268;0.041169135;0.036108458;0.032935898;0.040468;0.029448536;0.036475746;0.045054001;0.03992308;0.034155698;0.03668736;0.028563709;0.034187986;0.031634065;0.035987484;0.040666387;0.037435257;0.040005308;0.030403623;0.034720009;0.038060803;0.033351288
HNRPU;0.047374217;0.026675595;0.012120082;0.035614593;0.021369447;0.039664814;0.038603169;0.022161058;0.021862486;0.019934208;0.059075606;0.04022593;0.054130507;0.029661407;0.049491194;0.011188171;0.016575053;0.015550973;0.04058848;0.028627345;0.016018346;0.040235478;0.009422835;0.010109856;0.015863702
HNT;0.66307026;0.558031565;0.623205291;0.282037531;0.656470485;0.779248902;0.666102142;0.524916263;0.713033494;0.218477145;0.261633483;0.690458259;0.372552805;0.507641103;0.57786886;0.711218938;0.772651065;0.520546187;0.752121904;0.640639431;0.513238009;0.522863066;0.722444873;0.228435534;0.603467151
HOMER1;0.08921929;0.070783791;0.08174162;0.079815211;0.065258226;0.05763589;0.075138144;0.071414587;0.060873118;0.06563947;0.073221777;0.069024458;0.064324314;0.055995692;0.054621949;0.068750645;0.064234124;0.059656564;0.067971677;0.061858662;0.059190447;0.064249602;0.057521894;0.056785685;0.067071483
HOMER3;0.25783166;0.408518088;0.200196523;0.402857448;0.272797282;0.777708604;0.275959505;0.366423203;0.236650919;0.314308489;0.446025934;0.478495894;0.401558441;0.518812168;0.325289755;0.356755437;0.457420056;0.154444001;0.210463757;0.643602111;0.281124035;0.434825069;0.171026483;0.562139821;0.665533108
HOM-TES-103;0.696118198;0.632336788;0.791000035;0.66592107;0.724367372;0.779758064;0.819398247;0.736547464;0.851242959;0.679446756;0.668312574;0.653464237;0.646944365;0.687908506;0.684420874;0.813715556;0.791195882;0.891871701;0.76306955;0.742021976;0.619259379;0.621153022;0.771724294;0.658630531;0.770448133
HOOK1;0.046581811;0.0568857;0.052701005;0.05582925;0.053796085;0.05174273;0.060741149;0.038131594;0.031665506;0.051599016;0.066922162;0.088524397;0.046501553;0.045550311;0.027958746;0.02369973;0.019586678;0.028670026;0.048290432;0.0468716;0.035818985;0.05494501;0.01785634;0.068731457;0.054968125
HOP;0.080998151;0.377466169;0.070823538;0.21535226;0.082464954;0.053124537;0.097816702;0.077783912;0.044375299;0.179680038;0.13797817;0.192747423;0.106881888;0.100614024;0.098854323;0.074512476;0.046172465;0.042283621;0.147131195;0.053460129;0.086288574;0.124886705;0.04811063;0.167938475;0.06124127
HORMAD1;0.823312671;0.844362394;0.855207892;0.852812837;0.893815626;0.89509334;0.887639101;0.881209372;0.902760155;0.873528028;0.75958694;0.807571144;0.746588427;0.618989038;0.845052097;0.826873185;0.884236906;0.73981175;0.805283465;0.703084059;0.855534706;0.923942569;0.833929035;0.890324855;0.819117703
HOXA1;0.01605028;0.016907869;0.021854632;0.016944308;0.015038129;0.020182145;0.02453631;0.014795374;0.017870804;0.014541739;0.014767892;0.351191898;0.021210059;0.014636725;0.01118058;0.015234478;0.01054823;0.015654545;0.018804072;0.012682227;0.017227898;0.011173782;0.010874249;0.011726545;0.013426256
HOXA11;0.063608694;0.412051652;0.034738964;0.049233704;0.035270601;0.231390105;0.047598028;0.037042168;0.039260891;0.075512407;0.057655701;0.050039367;0.050301672;0.282689242;0.057689373;0.025417617;0.029160504;0.025157333;0.044447579;0.03531397;0.601944982;0.096298125;0.039455062;0.043404012;0.039280546
HOXA13;0.080838721;0.078577508;0.076500684;0.069570938;0.063345618;0.050840794;0.140684419;0.082066236;0.180908472;0.046690234;0.093781673;0.063385091;0.107625316;0.070098972;0.065506747;0.024462746;0.038166573;0.038668608;0.068846149;0.039261956;0.067165063;0.061293697;0.083374643;0.035429905;0.086000449
HOXA3;0.854307814;0.781334698;0.864078294;0.869225656;0.85177594;0.905441158;0.782914628;0.887620361;0.911639772;0.844727393;0.860075365;0.774801093;0.785194064;0.872565881;0.83077104;0.940149815;0.899633949;0.894408915;0.843157671;0.811780473;0.939395028;0.878810552;0.894710925;0.875049614;0.925991707
HOXA4;0.228994126;0.374193179;0.250133896;0.381224666;0.160095328;0.184777189;0.143506264;0.220609228;0.145353176;0.323797625;0.410897427;0.400429231;0.502933162;0.256272364;0.171010108;0.138929011;0.191077887;0.112295683;0.190489325;0.180800191;0.152570922;0.502402265;0.094060428;0.168424317;0.230556758
