X17753;X17754;X17755;X17756;X17757;X17758;X17760;X17761;X17762;X17763;X17764;X17765;X17766;X17767;X17768;X17769;X17770;X17771;X17772;X17773;X17774;X17775;X17776;X17777;X17778
HGF;0.094625238;0.140632559;0.065806978;0.129037558;0.091427852;0.070637482;0.194543395;0.072788879;0.051109016;0.100053526;0.088160859;0.171561808;0.178612515;0.111986595;0.056879419;0.080333883;0.054118286;0.054452106;0.074426355;0.058601661;0.132983539;0.121277258;0.046735339;0.136042309;0.049683415
HGFAC;0.589139034;0.750408208;0.560223205;0.728375585;0.454604129;0.802682611;0.471778788;0.495850614;0.226470434;0.694764923;0.594844854;0.714282245;0.493845457;0.466322763;0.534746089;0.709435885;0.462087557;0.101171309;0.355933762;0.641381548;0.597464409;0.547600746;0.522610648;0.744520346;0.656325103
HGS;0.044897482;0.042214783;0.044204208;0.03460707;0.039149657;0.038397819;0.046093333;0.037279431;0.036966898;0.035284791;0.051921416;0.052546946;0.034303461;0.036309153;0.030920453;0.029911076;0.034521212;0.033089093;0.030881553;0.03591026;0.031319577;0.031226389;0.037162868;0.028902506;0.032748078
HHAT;0.156279478;0.052509774;0.052986459;0.038036036;0.105246131;0.059459478;0.026285503;0.043770402;0.031778623;0.038510085;0.075298062;0.068605286;0.104347765;0.030318776;0.102668711;0.040599556;0.029534385;0.240721906;0.051795661;0.147716512;0.048187627;0.056647733;0.054427413;0.040779193;0.064199983
HHEX;0.55032069;0.148196566;0.086160283;0.165370503;0.148099779;0.323887693;0.096392008;0.27120796;0.106650592;0.157079967;0.196271909;0.151961779;0.170974995;0.166340741;0.164405703;0.682934487;0.314883703;0.087416804;0.099798121;0.166206245;0.802295462;0.183792902;0.132235682;0.211288528;0.116192256
HHIP;0.356914029;0.450731826;0.673559046;0.480570706;0.690026197;0.649838004;0.596945512;0.58582136;0.197627871;0.406228472;0.10723504;0.358578211;0.460495354;0.064527147;0.096718444;0.526281669;0.074306749;0.922914958;0.735718789;0.433527638;0.363380178;0.250390076;0.295808568;0.540550168;0.067929302
HHLA3;0.02232554;0.032668115;0.026839334;0.02783085;0.024941813;0.033541094;0.036948793;0.02486674;0.02012279;0.035467494;0.027297864;0.035333889;0.023044665;0.027754669;0.020285892;0.025135443;0.02100241;0.022297551;0.026550168;0.02546021;0.019512271;0.027931616;0.021183672;0.030235855;0.032130994
HIAT1;0.060408805;0.057498032;0.04888458;0.044758358;0.055365804;0.051694473;0.050068661;0.04862264;0.047390794;0.050213289;0.051781959;0.056066152;0.034557981;0.050342448;0.040119884;0.039703366;0.041007525;0.044279128;0.05001279;0.045585184;0.039504424;0.04391278;0.044663411;0.041940639;0.043823584
HIATL1;0.9353576;0.958447924;0.927257525;0.937372413;0.919191805;0.939639511;0.917737173;0.927680557;0.919868303;0.931822322;0.944635212;0.948782551;0.943277129;0.898568337;0.951697047;0.934206207;0.959238221;0.969675826;0.943706124;0.916823854;0.938191288;0.956149712;0.927581455;0.952943501;0.953162546
HIBADH;0.021573271;0.023947285;0.022791392;0.025299923;0.041851262;0.015953686;0.028724051;0.02337736;0.022134377;0.015316403;0.040994623;0.03990563;0.037885341;0.023874742;0.012569629;0.011397684;0.013080134;0.011196903;0.045260818;0.019173364;0.010099119;0.022759593;0.010915162;0.016073479;0.011969709
HIBCH;0.042415362;0.051752586;0.025823244;0.041548697;0.037726195;0.035551988;0.036940374;0.023514616;0.04468861;0.030704079;0.033891649;0.032484882;0.052948827;0.032125695;0.014023298;0.019767708;0.015603195;0.01410846;0.042826848;0.023913412;0.017654855;0.021502423;0.011922847;0.021706479;0.02053716
HIC1;0.131622189;0.084262601;0.128183523;0.097110153;0.070261514;0.094843992;0.213728868;0.156924728;0.360626842;0.112645577;0.087344703;0.09423495;0.086982801;0.071634189;0.069632215;0.07569419;0.133264536;0.05739334;0.118308121;0.09583897;0.070009404;0.059433922;0.140586759;0.072551769;0.083660646
HIF1A;0.058020717;0.068701692;0.05339091;0.061722387;0.056539848;0.057936702;0.054071719;0.064626224;0.053544395;0.063408674;0.054231852;0.047657368;0.038365302;0.05234269;0.037701711;0.058688455;0.044224577;0.060040008;0.063295809;0.048355851;0.043299387;0.061571192;0.059625067;0.064846517;0.050482698
HIF1AN;0.065919007;0.072227229;0.072474006;0.087547486;0.085683431;0.097816989;0.121432164;0.087297499;0.091456438;0.066567025;0.10217052;0.102760214;0.059027041;0.099138495;0.077691387;0.081965528;0.062883622;0.086818648;0.06989096;0.059063144;0.051368398;0.06603761;0.072016539;0.108035134;0.060800377
HIF3A;0.07398614;0.248221715;0.067251199;0.091376441;0.477633755;0.154277243;0.155340454;0.764741781;0.151296551;0.085015674;0.082292591;0.054686775;0.071662632;0.045264608;0.035995466;0.217154646;0.050130314;0.572495473;0.05769471;0.072484819;0.111491542;0.040736638;0.063384536;0.086396633;0.063421675
HIG2;0.026202875;0.030933828;0.02261711;0.035731233;0.020575401;0.029393342;0.027075359;0.01646032;0.028601516;0.035614497;0.046662122;0.042400752;0.027791662;0.032021252;0.012640412;0.011638978;0.015295183;0.008988579;0.019519033;0.024435684;0.010274495;0.018871531;0.011930789;0.007254498;0.019494197
HIGD1A;0.124760858;0.110807429;0.093641786;0.155639909;0.141511567;0.143615121;0.176825272;0.170083129;0.077276747;0.091853547;0.132918363;0.091494922;0.13760961;0.078209315;0.069276056;0.056305815;0.079833975;0.094889654;0.146125152;0.121697215;0.066139474;0.093957405;0.103500593;0.090564274;0.08355528
HIGD1B;0.5035533;0.749593691;0.431369535;0.735859951;0.518262149;0.632392721;0.727843502;0.249977087;0.657479606;0.377279899;0.703576257;0.700823213;0.607007307;0.279616353;0.686289261;0.468591423;0.724572462;0.07533183;0.458627904;0.38804815;0.393006312;0.664645044;0.455818896;0.712827324;0.230948618
HIGD2A;0.210468516;0.186920941;0.177222285;0.162920154;0.105622952;0.141915004;0.222344743;0.13584543;0.23557211;0.157596244;0.192901621;0.175214775;0.129948123;0.049082697;0.173333516;0.158495749;0.142932077;0.151146198;0.144585346;0.140556722;0.160257571;0.121083147;0.199653727;0.146942512;0.170247905
HINT1;0.086003268;0.095487692;0.082877343;0.083828389;0.087483549;0.074717066;0.098756891;0.099582905;0.076093833;0.084390094;0.08264649;0.087585949;0.073899781;0.091346613;0.075477085;0.077330173;0.085157714;0.080500575;0.084627759;0.076500262;0.083063756;0.086291925;0.073428208;0.070676039;0.101131037
HINT2;0.051402905;0.033207965;0.033049889;0.036525052;0.040783277;0.037680704;0.052751255;0.032030977;0.038899351;0.043230068;0.057114379;0.055997463;0.038810168;0.031399649;0.031370446;0.040662358;0.03770274;0.040364641;0.033183332;0.034241572;0.032419759;0.041897763;0.043526241;0.04192376;0.037436568
HINT3;0.066170969;0.066709196;0.047609174;0.056196129;0.081686722;0.055979968;0.068623108;0.079528356;0.060566369;0.078406717;0.070144749;0.093800956;0.057898323;0.069633573;0.050590093;0.050464451;0.045550219;0.080281535;0.065403736;0.052805877;0.067744937;0.071922636;0.060553447;0.061512629;0.059873726
HIP1;0.070443289;0.066685434;0.074763196;0.058800549;0.069902232;0.074782717;0.082318593;0.071492632;0.063839812;0.053858991;0.066372786;0.06570433;0.066645368;0.066852964;0.052196951;0.116580443;0.063660644;0.06583047;0.06292534;0.060350992;0.073116154;0.059965184;0.055560804;0.054541824;0.059744006
HIP2;0.385171559;0.32894422;0.389176495;0.38349665;0.353001514;0.433446214;0.378138536;0.41234649;0.389015864;0.335858106;0.359832689;0.414531933;0.40108253;0.333599273;0.417499692;0.458956971;0.368189916;0.397866808;0.443795014;0.330144591;0.404263333;0.332866398;0.512159323;0.365516161;0.345062865
HIPK1;0.051164589;0.048746924;0.040506809;0.039488273;0.036374238;0.051411826;0.04349902;0.042727504;0.043903148;0.036012534;0.053595132;0.044437853;0.036397726;0.026206627;0.030980733;0.028228596;0.032499286;0.033269272;0.035088867;0.033379261;0.033835341;0.036334535;0.038672438;0.037812219;0.035552275
HIPK2;0.890904477;0.92974152;0.887303668;0.954912745;0.922538275;0.878140903;0.870196596;0.897129674;0.928346228;0.889039701;0.855118932;0.866995584;0.857091926;0.835576081;0.949799105;0.934836907;0.944099389;0.951999758;0.889279734;0.941533186;0.934843398;0.92178214;0.934435129;0.936348927;0.944951298
HIPK3;0.498645122;0.437042956;0.465775735;0.49789954;0.54671637;0.571463476;0.594515341;0.579314694;0.434886306;0.480880999;0.48687151;0.445908254;0.450219677;0.479351677;0.52965766;0.456094885;0.544856736;0.489775427;0.530255991;0.467451444;0.243923012;0.431704744;0.531754842;0.544978722;0.507425564
HIPK4;0.728107584;0.813061425;0.765055325;0.859836945;0.590400557;0.902817468;0.701933155;0.352141398;0.87018416;0.674359097;0.808928762;0.885596593;0.582497332;0.762454482;0.669781862;0.70789212;0.811664352;0.712378568;0.606478097;0.863928733;0.884945086;0.85420026;0.554361983;0.84329711;0.863138911
HIRA;0.054774663;0.07138868;0.049916173;0.065711663;0.047406765;0.043149808;0.069635899;0.06861193;0.069862322;0.046094333;0.05859354;0.059638176;0.05947817;0.045049113;0.043349826;0.070875778;0.037106117;0.341014715;0.031864113;0.036151048;0.038648526;0.058342412;0.047307937;0.058906412;0.033139163
HIST1H1A;0.619087336;0.498386856;0.764218645;0.552119938;0.720829762;0.737798648;0.708987847;0.720346298;0.75786452;0.587506834;0.691454505;0.602957847;0.562241953;0.678268895;0.530745315;0.694518981;0.746619407;0.814069636;0.712190289;0.652581308;0.634248674;0.630902126;0.732491259;0.588371131;0.714512466
HIST1H1B;0.80932933;0.819773113;0.852594626;0.850934814;0.834938818;0.812620169;0.733600407;0.725959166;0.880298573;0.862063956;0.812679286;0.795703535;0.818879426;0.679931696;0.849425244;0.823973331;0.765031366;0.839917588;0.815257241;0.839167569;0.790543543;0.829010382;0.813954581;0.832514547;0.833787398
HIST1H1C;0.065879348;0.077103537;0.053269977;0.058210851;0.074278378;0.054859058;0.054082668;0.056286506;0.047720038;0.056374682;0.068618158;0.080963799;0.054717247;0.043113009;0.044326932;0.046469197;0.0505407;0.065175719;0.05329377;0.056970292;0.074023551;0.049982895;0.058068112;0.060456262;0.065026444
HIST1H1D;0.306271661;0.394942143;0.298491873;0.298798446;0.242255223;0.279865782;0.144258592;0.211847297;0.129236358;0.316718236;0.379050321;0.358645816;0.366125296;0.251673068;0.302600725;0.277070341;0.211794684;0.304279163;0.276065156;0.269349104;0.623869566;0.333909887;0.247650932;0.288891916;0.292731566
HIST1H1E;0.084106379;0.057188057;0.030923244;0.071620358;0.141174262;0.087406034;0.063531677;0.128213902;0.043903764;0.0505098;0.107000616;0.089256329;0.087911627;0.102944519;0.04256574;0.039447348;0.040598128;0.039658663;0.064418921;0.04942004;0.085498139;0.031007747;0.036102507;0.044823938;0.04984777
HIST1H1T;0.957443807;0.949442791;0.955692337;0.962733376;0.946206912;0.957647862;0.949488404;0.954852079;0.959673528;0.948700227;0.950833674;0.9499646;0.956701931;0.961529948;0.96784319;0.961974721;0.945979935;0.962087402;0.951171549;0.95771962;0.951256237;0.968603065;0.94637873;0.959124706;0.96866838
HIST1H2AA;0.852628338;0.789274787;0.889746193;0.888778754;0.882974666;0.881955773;0.868289186;0.880789179;0.884322102;0.816485319;0.911187086;0.87246413;0.836673418;0.888497925;0.808809732;0.870518902;0.910592223;0.906135294;0.60687007;0.89615412;0.852485335;0.90527018;0.912380111;0.875275364;0.882574152
HIST1H2AB;0.127352763;0.152576829;0.094168947;0.166660841;0.131140469;0.164197607;0.154560034;0.181164662;0.157098269;0.146879157;0.180125189;0.164029609;0.143640859;0.159815902;0.135158938;0.132883343;0.118868256;0.118267109;0.140611494;0.164933625;0.131421231;0.131486039;0.191226811;0.124373534;0.128582348
HIST1H2AE;0.064964179;0.052863749;0.023638355;0.037932599;0.064423846;0.04674823;0.062713977;0.060184346;0.034444123;0.050305363;0.048592697;0.045660088;0.063534559;0.043314744;0.021750394;0.030699584;0.016082796;0.016859428;0.075308656;0.018405038;0.032120891;0.053068493;0.017216498;0.017614864;0.025179141
HIST1H2AG;0.149812489;0.073600738;0.078736429;0.086474203;0.081113346;0.078211911;0.09373251;0.087484735;0.084579561;0.071792446;0.077885532;0.09208938;0.081974794;0.060460206;0.074704256;0.070209072;0.106565272;0.060003571;0.07348529;0.067826128;0.066597701;0.065625134;0.06922829;0.068038016;0.122862019
HIST1H2AH;0.030344115;0.026958513;0.023063047;0.027046405;0.032057472;0.029139465;0.045421777;0.048485414;0.030815719;0.026830255;0.064455793;0.035620867;0.050256319;0.044513323;0.019252972;0.022752633;0.023457724;0.026399192;0.040450099;0.03258314;0.031338647;0.019828582;0.030534932;0.024654876;0.020373469
HIST1H2AJ;0.626983578;0.492543397;0.816315537;0.708764661;0.646508729;0.843259382;0.844081596;0.216110971;0.703636714;0.410244437;0.711237653;0.682363957;0.544811664;0.749270016;0.625703281;0.810264365;0.557260793;0.882545318;0.778895691;0.735227157;0.798852767;0.665510494;0.827418266;0.31097158;0.818774066
HIST1H2AM;0.041645716;0.043129011;0.032450115;0.046889125;0.040904826;0.045126615;0.045559042;0.061407355;0.039108229;0.038402688;0.05137041;0.048872503;0.037357807;0.031268611;0.036352065;0.052319384;0.051102343;0.038516963;0.041721501;0.042309892;0.037912836;0.038914621;0.046529454;0.032623835;0.032533253
HIST1H2BC;0.080305176;0.064125682;0.0261208;0.039186415;0.072327596;0.040009087;0.075408541;0.11784131;0.023454849;0.044875623;0.068438744;0.090547487;0.082816755;0.046518067;0.030157059;0.017402319;0.023042345;0.024046359;0.046411944;0.05713974;0.025154846;0.04001854;0.019922669;0.064442627;0.028414468
HIST1H2BD;0.038074883;0.025231027;0.0361191;0.0469032;0.038009222;0.045152639;0.052077833;0.046400363;0.021736307;0.032828147;0.042605915;0.042523184;0.051292634;0.053713403;0.017583858;0.018885631;0.040312206;0.033106316;0.050111337;0.052126392;0.026146687;0.035652307;0.026741314;0.03559271;0.022414979
HIST1H2BE;0.083761084;0.105088069;0.060787012;0.095086582;0.060585087;0.199464557;0.057063217;0.060253616;0.038043514;0.047561248;0.11020314;0.472395592;0.109557788;0.050485067;0.140164629;0.161405554;0.048754842;0.307249768;0.060655922;0.333376753;0.344590529;0.161447011;0.052726188;0.062355425;0.030139424
HIST1H2BH;0.078042062;0.067974966;0.078571325;0.093627627;0.080539374;0.392118647;0.072501635;0.089322839;0.458233202;0.065473818;0.141540609;0.110000109;0.165534152;0.090137348;0.087495235;0.081269392;0.076653604;0.074062456;0.068087568;0.423358367;0.489945096;0.105128623;0.335312981;0.298537063;0.060178533
HIST1H2BI;0.043401845;0.043541945;0.045033154;0.038570123;0.042421171;0.045155202;0.04320054;0.053427077;0.033487454;0.042625252;0.063065681;0.054585727;0.038432397;0.03129308;0.029883305;0.05415975;0.041957044;0.038859957;0.046737686;0.042767443;0.502512269;0.051511676;0.034450513;0.051589524;0.034258313
HIST1H2BJ;0.10276549;0.078307509;0.089725868;0.092762348;0.105659131;0.093829748;0.085936001;0.093918892;0.035574224;0.102267538;0.120393851;0.093299232;0.101081122;0.085209784;0.052542179;0.042334334;0.043227993;0.040041254;0.094985934;0.074551874;0.029270951;0.063394353;0.04663156;0.062553826;0.035262492
HIST1H2BK;0.76994582;0.743639778;0.694634562;0.877628332;0.815820355;0.831600896;0.773532717;0.639417525;0.324079886;0.841645941;0.85286399;0.874045479;0.775059947;0.78636608;0.809249541;0.910519297;0.87311168;0.780022748;0.880434183;0.845162028;0.592032128;0.863558619;0.905931913;0.848008099;0.883332892
HIST1H3B;0.048771682;0.058058004;0.049602484;0.065374391;0.068567549;0.094798958;0.058578105;0.073133006;0.046655239;0.056566745;0.075169546;0.095735854;0.059828004;0.070339298;0.055606071;0.059633104;0.051824802;0.065179947;0.051615978;0.070271029;0.0647352;0.067254763;0.069238368;0.071227003;0.057012269
HIST1H3C;0.037760422;0.037274967;0.397897565;0.345768267;0.044479456;0.3305713;0.030024544;0.041114503;0.031114892;0.029139103;0.042081779;0.255964654;0.189614344;0.62557909;0.024414057;0.0973376;0.038239225;0.037283439;0.681364319;0.510155154;0.63925431;0.02976587;0.029255728;0.056846284;0.024670031
HIST1H3D;0.048557401;0.031766555;0.040347151;0.041780452;0.031428494;0.051413484;0.039480889;0.055742058;0.048946488;0.025045128;0.030844611;0.022347646;0.028947589;0.026951238;0.021304286;0.019964878;0.01391168;0.095471828;0.043992249;0.044337205;0.127520508;0.064350014;0.021177954;0.03697925;0.018214533
HIST1H3F;0.031317555;0.027383094;0.021355194;0.041225254;0.039247954;0.065336823;0.026247261;0.035215354;0.749425329;0.034678622;0.149899646;0.029057795;0.061776474;0.04475153;0.030557068;0.01864029;0.022175113;0.014606368;0.057738328;0.612012657;0.753345202;0.051008796;0.59700742;0.375454385;0.022762041
HIST1H3G;0.52847036;0.055410607;0.050991992;0.064616995;0.047668754;0.771780645;0.061791364;0.068134361;0.039926685;0.054090644;0.118634507;0.060937661;0.048842317;0.045587301;0.080723872;0.451115977;0.072506764;0.040182443;0.048295566;0.617821312;0.754787274;0.096823253;0.572025735;0.062189112;0.038889423
HIST1H3H;0.17604655;0.139033734;0.142929912;0.1863136;0.180037187;0.140511802;0.15153961;0.194003567;0.144770585;0.140533222;0.151422849;0.23754188;0.16716829;0.221495359;0.124510106;0.104484629;0.128716466;0.111447217;0.200675104;0.225945598;0.091150188;0.159552498;0.098931813;0.115514159;0.115988371
HIST1H3I;0.100388429;0.175193903;0.07038604;0.085618153;0.091270786;0.545966272;0.733781535;0.112187792;0.084646315;0.440688229;0.133945798;0.101532397;0.490751963;0.089794739;0.120106471;0.707381595;0.675311439;0.091020226;0.098765567;0.695321355;0.829564508;0.140925571;0.090064402;0.100006475;0.079282312
HIST1H3J;0.020275132;0.026973533;0.019793197;0.04458541;0.021060383;0.23212684;0.020959778;0.030627476;0.021091855;0.015574218;0.04711566;0.067393278;0.027891172;0.026781746;0.029200312;0.014563395;0.019158831;0.016972738;0.024107579;0.023356618;0.081204086;0.018006589;0.011521605;0.205771573;0.014552773
HIST1H4A;0.076765542;0.086510479;0.089541431;0.089535465;0.0969069;0.082727121;0.086994815;0.089430299;0.062708389;0.079344792;0.10138235;0.109603874;0.062125191;0.074427977;0.073883331;0.084499979;0.083456116;0.082318758;0.094977083;0.08734214;0.302503812;0.107616589;0.093718879;0.091762743;0.078102523
HIST1H4B;0.084051665;0.055282042;0.040015182;0.045243602;0.066299635;0.056010443;0.048616153;0.066762006;0.03643994;0.056829069;0.146906044;0.05556169;0.069215753;0.045979186;0.029348136;0.026218881;0.030222843;0.02885075;0.055538369;0.037721703;0.028980127;0.027721741;0.019745675;0.025291528;0.025226325
HIST1H4C;0.035934893;0.036124106;0.029002033;0.028980867;0.042626962;0.036571964;0.040253344;0.033655341;0.028680157;0.028874196;0.030629717;0.039005738;0.025339498;0.031494754;0.032364638;0.034323641;0.029045198;0.036568089;0.029806221;0.028277896;0.034161503;0.032880196;0.026397049;0.025015858;0.032335779
HIST1H4D;0.042721884;0.037109455;0.019790739;0.046385422;0.050039403;0.05145187;0.047839774;0.056849302;0.016267895;0.029477743;0.048345937;0.061673361;0.055674722;0.057088592;0.028600515;0.008543224;0.018487528;0.019955509;0.071678573;0.025627872;0.159212848;0.030201687;0.013128057;0.033693251;0.020374881
HIST1H4E;0.204130037;0.035891039;0.023824918;0.182201098;0.022739076;0.235494901;0.037462193;0.028316762;0.029338116;0.13917549;0.105570602;0.024362719;0.076594875;0.137756243;0.112263047;0.147260546;0.199181087;0.139350669;0.176308418;0.120909305;0.290791609;0.142309476;0.19821959;0.138423502;0.174389212
HIST1H4F;0.480935301;0.336319761;0.716947049;0.453154974;0.706053461;0.77752731;0.839500046;0.617335144;0.859847039;0.529635407;0.457258369;0.400628681;0.310718597;0.419263184;0.432892848;0.763910944;0.745964095;0.919109421;0.670957113;0.54709479;0.593992459;0.397181574;0.783865457;0.471951675;0.392191746
HIST1H4G;0.934987988;0.917175411;0.92829653;0.947836242;0.937836862;0.934905817;0.894318379;0.925336189;0.932810993;0.940197422;0.938392646;0.939597278;0.933801416;0.938455752;0.943093396;0.940286442;0.954583537;0.926121824;0.940797718;0.934431491;0.944029293;0.926897879;0.944188691;0.937938019;0.928668676
HIST1H4H;0.444998351;0.413317541;0.295424114;0.498164316;0.279837117;0.485519284;0.337981667;0.29972139;0.3471933;0.381177366;0.466332357;0.271592952;0.306990954;0.462449376;0.398671827;0.395743552;0.469906672;0.287504106;0.475067082;0.350667674;0.503405591;0.444477934;0.480831991;0.403319064;0.506986294
HIST1H4I;0.517887439;0.042847103;0.051636963;0.56927554;0.034842067;0.711481093;0.035726397;0.03824944;0.048135851;0.180155139;0.318111346;0.050728478;0.088924491;0.584532741;0.300449146;0.274470054;0.705849566;0.02965604;0.460651003;0.180632158;0.544131158;0.378517715;0.464798907;0.546675927;0.710762052
HIST1H4L;0.599490314;0.270447605;0.529183479;0.613554407;0.362056602;0.7120483;0.574864103;0.216088385;0.557056591;0.657871547;0.568783563;0.64488209;0.505673374;0.602986044;0.583983538;0.73633871;0.691281959;0.809152699;0.671836222;0.599075868;0.617157466;0.602783534;0.69814374;0.603098986;0.534818797
HIST2H2AB;0.120906373;0.102355954;0.09253055;0.112337995;0.116653201;0.129549164;0.13351775;0.119143754;0.115400114;0.1003765;0.102393557;0.104077354;0.098428081;0.100959477;0.09369828;0.111379175;0.081307639;0.099287994;0.112115376;0.086750104;0.109927233;0.107324747;0.087410206;0.093870315;0.100050672
HIST2H2AC;0.050820529;0.024344185;0.058440714;0.068250786;0.031134975;0.064850564;0.043885911;0.042139291;0.016231697;0.02854213;0.073069044;0.071167438;0.050869101;0.074118371;0.022909583;0.012858954;0.012396539;0.011843841;0.056133602;0.061048127;0.023024249;0.027368305;0.017826959;0.013136485;0.019175896
HIST2H2BE;0.16875525;0.169469174;0.163774763;0.1866188;0.17363573;0.165921175;0.157868408;0.183404245;0.143963828;0.18398951;0.196502404;0.176491464;0.189135512;0.163523772;0.176909912;0.163522076;0.15802683;0.165427697;0.165213346;0.229851956;0.160754726;0.170951469;0.174974541;0.235173039;0.179723726
HIST3H2A;0.016046993;0.033063361;0.01413454;0.008684755;0.027154509;0.031258042;0.021969031;0.017410678;0.007553382;0.016588607;0.034938656;0.026229032;0.030360038;0.019744551;0.02467815;0.011877557;0.019062127;0.011470864;0.019368149;0.019531304;0.013023619;0.039690799;0.009211363;0.011119217;0.018276044
HIST3H2BB;0.042195066;0.0499845;0.041982081;0.039910807;0.045773478;0.058522557;0.065230694;0.045384941;0.03858833;0.061860437;0.071784178;0.064034488;0.041067053;0.038630221;0.036387679;0.048242793;0.040977402;0.036056203;0.030927278;0.053008342;0.048995459;0.057497387;0.036125566;0.044984838;0.035543125
HIST3H3;0.943726105;0.952788263;0.959679538;0.96205321;0.966419811;0.965561733;0.957005849;0.965765764;0.957997121;0.967152553;0.963056192;0.961603962;0.946537774;0.968617964;0.958946706;0.970305556;0.962125003;0.971777859;0.963975048;0.952550565;0.962404777;0.967411;0.951624542;0.965296018;0.963900232
HIST4H4;0.046713006;0.064156694;0.076726673;0.08049084;0.06654912;0.077951655;0.073233428;0.074934862;0.069700297;0.070051721;0.084057417;0.085365341;0.054281546;0.060090176;0.047515614;0.049100156;0.059267447;0.058225888;0.059462285;0.061005544;0.266958997;0.065458832;0.045250391;0.058017998;0.060521877
HIVEP1;0.027758521;0.013346028;0.012718478;0.024004783;0.021521178;0.014968677;0.045568893;0.022391351;0.019274161;0.020074789;0.022144023;0.02315585;0.01988906;0.014259224;0.00956784;0.003825905;0.006080485;0.008888563;0.018276258;0.011606129;0.006627467;0.013531232;0.008879813;0.007451328;0.007707925
HIVEP2;0.654147295;0.852879337;0.96308606;0.890956516;0.834269702;0.947132295;0.366652637;0.786308924;0.637455826;0.901224584;0.92650661;0.839440319;0.89387131;0.920764537;0.747076762;0.946149178;0.941607872;0.978620523;0.417861043;0.930094067;0.920672467;0.897676355;0.785545876;0.919319247;0.748105062
HIVEP3;0.21741615;0.223991411;0.129378052;0.176127182;0.139743868;0.069850952;0.062942658;0.15752934;0.145302295;0.144481743;0.22438318;0.209666169;0.322073289;0.100698834;0.178311102;0.157589461;0.084218527;0.052509973;0.261476184;0.238491113;0.142234975;0.228413176;0.075778774;0.24988005;0.134167378
HK1;0.739281329;0.779230881;0.786521111;0.900020228;0.782076761;0.814569848;0.745891237;0.712619044;0.721647024;0.74388676;0.775154791;0.846760334;0.610017181;0.851500879;0.761369378;0.730950007;0.706299747;0.931644947;0.607926944;0.735015269;0.896024784;0.801997737;0.73291257;0.761651581;0.807099082
HK3;0.698688154;0.794871889;0.733358775;0.556722082;0.434920972;0.440755821;0.635441398;0.454596587;0.761790719;0.380429311;0.733971482;0.632391267;0.630412033;0.203289344;0.738421898;0.691340847;0.868342561;0.19849653;0.695130083;0.72553607;0.761809323;0.796295059;0.40711045;0.681935239;0.42129049
HKDC1;0.429888746;0.505646423;0.315710354;0.815274424;0.605366682;0.209485378;0.175373463;0.577982531;0.493640336;0.445458334;0.736398287;0.784618484;0.811101386;0.306581514;0.657885541;0.243764358;0.282662692;0.088970177;0.268316203;0.450704507;0.334780165;0.709572646;0.215373265;0.715312876;0.290670539
HKR1;0.790178062;0.559689981;0.258727185;0.628464607;0.161843306;0.831630003;0.714269782;0.816593858;0.587426325;0.150217519;0.561346282;0.726884604;0.657125043;0.246171987;0.683360591;0.289137388;0.477252319;0.610260463;0.822728476;0.74499176;0.413383868;0.546841694;0.862135565;0.757122858;0.176170166
HKR2;0.029673801;0.011414727;0.011609863;0.020505958;0.028957256;0.0127792;0.027498769;0.01269241;0.016526628;0.015351448;0.014198884;0.03875499;0.012886831;0.011378215;0.006492706;0.01181084;0.005630006;0.008849095;0.012108878;0.010569901;0.003574343;0.008342724;0.008029522;0.010024114;0.00981629
HKR3;0.031005168;0.016422359;0.017112429;0.014161573;0.030572165;0.02868942;0.060728865;0.045628261;0.0209575;0.03944492;0.03421489;0.015841728;0.034080288;0.021276084;0.012416212;0.008901469;0.010457127;0.023430599;0.037118963;0.017454903;0.007065659;0.012649781;0.015565707;0.011124435;0.018713752
HLA-C;0.18703817;0.14407971;0.092124931;0.111497186;0.10733218;0.152622723;0.249813946;0.230183278;0.073595955;0.176823699;0.193452784;0.096910003;0.111062457;0.11074108;0.042482167;0.100781034;0.145651745;0.114539428;0.17761285;0.132213853;0.153050713;0.154566998;0.123065121;0.065046427;0.09199107
HLA-DMA;0.049429713;0.057306653;0.058568147;0.061129364;0.059211703;0.065441305;0.040915177;0.059990129;0.025977491;0.05767363;0.050224826;0.076453957;0.117913194;0.037158338;0.073027098;0.048172599;0.041407598;0.042727642;0.06177732;0.048538602;0.070521739;0.051695716;0.044543296;0.063728807;0.047607337
HLA-DMB;0.04543453;0.067610959;0.047937107;0.045447782;0.072913502;0.034137721;0.058740075;0.055827478;0.028692913;0.064852178;0.044765799;0.086636275;0.056675097;0.03881159;0.047363605;0.038043986;0.026531562;0.013951779;0.072900448;0.051204173;0.056610017;0.062377826;0.030354499;0.053161333;0.035308107
HLA-DOA;0.038447568;0.061262354;0.027039;0.062534516;0.067186435;0.075313172;0.096117507;0.062569083;0.051285792;0.032055121;0.076098517;0.096649389;0.029342812;0.023720215;0.021417956;0.018361026;0.025837582;0.021164826;0.03930676;0.017672684;0.08376061;0.02576006;0.018355681;0.015568814;0.020435238
HLA-DQA2;0.215863658;0.267409768;0.085385157;0.369191903;0.173315226;0.213239063;0.111699913;0.09876724;0.064456996;0.191596702;0.362047283;0.220463581;0.300337588;0.266411063;0.283383624;0.0984445;0.102998226;0.052080393;0.167523366;0.183611228;0.233998629;0.367682854;0.169829233;0.234595115;0.086342293
