"";"CACO2";"CO115";"COLO201";"COLO205";"COLO320";"DLD1";"HCC2998";"HCT116";"HCT15";"HT29";"IS1";"IS2";"KM12";"LIM1215";"LIM2405";"LOVO";"LS174T";"RKO";"RW2982";"RW7213";"SKCO1";"SW1116";"SW403";"SW48";"SW620";"SW837";"SW948";"T84";"TC71";"VACO5"
"ABHD1";3,983272616;3,902036018;4,246773728;4,168097764;3,937639093;4,299355881;4,169769658;4,043948059;4,436443641;3,941099174;3,996738952;3,954417963;4,057950581;4,147741825;3,957530016;4,068474476;3,935983603;4,044868696;4,309547795;3,956020728;4,24434465;4,069904221;3,994318503;4,176005884;4,101471641;4,862685052;4,047981318;4,05932268;4,541020783;4,051808724
"ABHD10";7,81461386;9,447739733;7,495408322;7,832353795;8,618465294;8,328703882;8,071106929;9,49602097;8,599972713;7,931509339;8,859246519;7,573087913;8,085855857;7,450848888;9,386894567;7,329541543;7,994392522;7,817296962;7,49417712;8,112073542;7,596240235;7,130153329;7,007845374;7,559065779;7,380642394;8,686454893;7,409672308;7,764496886;7,576155834;8,058342983
"ABHD11";7,979221347;8,537511368;9,254595193;8,956393001;7,677796741;8,825170736;10,22611191;9,071133023;9,861226204;9,079970396;10,21708768;9,930704974;9,104828645;10,42553438;8,435885206;10,10460472;9,98836267;8,525745196;8,438991236;9,698090569;9,553879824;9,737201154;9,613376225;9,419024375;8,326472394;9,239771126;10,15478667;9,830578846;9,560574874;9,200539994
"ABHD14A";7,304999162;8,348586678;7,755752001;7,2962266;8,45177303;7,38252983;7,845704048;7,675519491;8,293347067;7,498227523;6,802311316;7,560012472;8,443273672;8,614571504;7,713892028;8,400671385;8,982591667;8,248358806;8,815482057;7,181299527;8,651277656;8,684643072;7,303353449;7,059960363;8,33838959;7,566802772;7,742594379;8,044494074;8,205465739;7,558000981
"ABHD2";7,642446525;7,980834731;10,50334136;10,94024053;6,593215134;7,792696675;9,56999541;7,764348508;7,896758762;9,899440324;8,562202655;9,801272706;8,541647077;7,772295629;7,975245959;9,169890601;10,42625754;7,519431618;7,27774521;9,612157073;9,569137478;9,995459606;9,666164976;8,847555956;10,07242368;8,082997583;9,047493038;7,843472365;8,250406415;8,301830413
"ABHD4";8,256020729;7,479474315;7,904486937;8,095553909;6,821098301;7,861266774;7,171675059;7,119194701;7,344645702;6,951311126;6,838151441;6,839841462;7,10381011;7,342431981;6,983955111;6,975296904;7,874315202;6,903884245;8,133057834;7,386247065;8,177500633;6,650715697;7,212630952;7,297357166;7,400151916;6,981560152;7,225471493;7,052179991;7,745301396;7,050036845
"ABHD5";5,279654518;5,904996915;5,320460919;4,997789603;5,929865317;6,421756584;5,972573736;5,826857008;5,750201907;5,189976079;5,616460336;4,97715939;5,866703954;5,403502448;5,841674288;4,800627257;5,587482315;5,518504331;4,632797642;4,276590752;5,954138881;5,47996263;4,611274575;4,557147995;5,623921814;4,266480061;4,268358599;5,356440497;5,26278557;5,734201689
"ABHD6";5,217233757;6,303529992;4,040410378;4,494448354;6,581885142;7,172212931;5,954210277;4,875317618;5,905492389;5,12264972;5,851845264;4,700189016;6,459621485;5,507322004;5,787221208;5,350705907;5,904851418;5,986202904;5,415391359;5,141773758;5,801527485;4,344389449;4,32798799;4,278514993;4,847027904;5,198072444;4,80819216;5,814264191;5,907767845;5,9254984
"ABHD8";5,280596439;4,925031079;5,070533736;5,521378345;5,004507505;5,32833824;4,962887528;5,074171469;5,40289375;4,961199063;5,003102235;4,826182319;4,987654926;5,078154494;5,380156999;4,715681433;5,066940562;5,081962895;5,288110233;4,718332891;5,134739415;5,032108208;4,915434493;4,584434571;5,089818397;4,867245922;5,183271063;4,849217816;4,883181587;4,918265103
"ABI1";9,319498626;8,942930292;7,821657932;8,368592285;9,365656827;9,289835413;8,725922567;8,312399549;8,500024985;8,773190771;8,410659419;8,715655469;9,380564841;9,337135067;8,432989942;7,730578194;7,962966694;8,995957816;7,226772007;8,795755031;8,749486876;7,767534122;8,621417086;8,53967637;8,21369402;8,728229621;7,732565157;9,009901372;8,374155219;8,589195357
"ABI2";6,95192791;7,648655261;6,388517338;6,485921032;6,837963609;8,115987889;6,521755843;6,482731373;7,623441925;6,509261639;7,330036348;5,791651108;6,525817806;6,127322691;7,422587361;6,141081374;6,555888311;7,100078831;7,479696513;6,666666781;7,069949346;6,374640191;5,982889631;6,070664946;6,124508352;7,394633805;6,342364215;6,900501903;6,923944541;7,063523835
"ABI3";6,192506279;6,278555146;6,000560477;6,137936413;5,835621907;5,917924191;6,020679351;6,240071334;6,045186692;6,0127951;5,906584068;6,051517071;6,156226922;6,085396336;5,975089246;6,278042441;6,055918371;6,17767146;6,474461451;6,274672175;5,947819841;6,262897925;6,190886434;6,261981199;5,909299461;6,126852303;6,465904393;5,995715425;5,890693531;6,128836274
"ABL1";8,344601211;9,280963413;8,563385311;8,51267583;8,514040569;8,368573447;8,70060042;8,747314215;8,80143818;8,445939912;8,286068817;8,574813867;8,523586238;8,688906902;8,889950512;8,929362166;9,184063771;10,12419644;9,292730661;9,559565571;8,374591009;9,739581498;9,139114379;8,608837948;9,058816712;8,864433688;9,310569689;8,937081342;8,944566193;8,831097354
"ABL2";7,031737797;7,16865489;6,358007248;6,590968414;7,662094291;7,744970091;6,657873502;6,725058037;6,651491651;6,711699245;8,02253058;6,793313467;7,108855862;6,198535175;7,630027698;6,591027063;6,431775552;8,22763322;6,927816995;6,66450042;7,388958669;5,961257086;6,540579758;6,534762944;6,641997563;7,269369787;6,516923226;6,957670753;7,613043658;6,479602483
"ABLIM1";9,704273803;9,50374515;10,58738824;10,97410712;9,826602143;9,206239818;10,32679333;9,908960242;9,40548453;10,32082908;10,66023155;10,24961422;10,27299321;9,790414993;9,335417368;10,00540042;9,968454952;9,371341745;8,160578665;10,60612387;10,24186507;9,581146679;10,12682282;8,811088963;8,863611424;10,7350796;9,482401386;9,002807884;9,750863639;10,28158274
"ABLIM3";5,091138514;8,016743512;7,0059385;5,994689331;5,163428045;5,325418996;5,218713018;6,244861984;5,0826404;7,511761248;6,676096557;6,091547014;5,558627277;5,51042874;5,732872327;6,108431886;5,014721862;4,897574816;6,015624178;8,104655224;5,751960525;5,127028911;5,346653087;5,644083155;6,294139666;6,079550786;5,646503602;5,769708197;5,30601843;5,21377844
"ABO";4,254754849;5,047832742;4,924831198;5,098581464;4,605852772;4,866410407;4,675341747;4,843370485;4,713347036;4,628227001;4,32347084;4,962540051;4,755778292;5,465766185;4,764297101;5,39284814;5,071038782;4,582776055;6,269478044;5,394420972;4,979768401;5,615015788;4,702211733;5,276090805;4,483184686;4,429283457;4,771304419;4,997458376;4,756280062;4,692303957
"ABR";7,422630979;8,464880847;9,08754325;8,976465494;7,865023919;8,004730811;8,667843015;8,011506943;7,671744074;8,581381054;8,333734679;9,200866739;8,134967239;9,034144831;7,637792252;8,229705965;8,749949986;8,416391691;8,21114418;8,72230412;8,783679993;9,081874586;9,089608265;8,916505025;8,192729273;7,938105722;9,187093225;8,686638971;8,571703587;8,08767827
"ABRA";3,450425269;3,438593414;3,410104984;3,491789097;3,583275785;3,462364817;3,511328988;3,483537226;3,53527487;3,461772077;3,738219792;3,44701274;3,391157349;3,542400944;3,324920284;3,477013588;3,492042627;3,464653089;3,625837446;3,709263164;3,483091649;3,473509376;3,296316653;3,519038484;3,204072253;3,400650819;3,271909394;3,583183224;3,300508419;3,40046807
"ABT1";7,687347592;8,261602432;8,517234566;8,518751079;8,583118418;8,514118279;8,172541224;8,194283446;8,33359841;7,93864944;7,970305433;8,253077067;8,12932954;8,302668153;8,232150953;8,062799824;8,104500275;8,698752892;7,935367585;7,842940459;8,260895826;7,546550093;8,039053575;8,278311494;8,306718274;8,416207145;7,976385607;8,272590955;8,023212159;8,183261585
"ABTB1";5,661303864;6,350763523;6,173503446;6,210282501;5,781358399;6,366802311;6,154681257;6,146676123;6,365191338;6,503595887;6,643089836;6,405649059;6,087106011;6,823169726;6,312517952;7,00617284;6,574874876;6,779537607;7,407846813;7,563263597;6,639036796;6,354150874;6,648884864;6,205953014;5,857867054;7,066335881;6,311607362;6,197182491;6,46708478;6,469684501
"ABTB2";7,322373086;7,526551095;7,817998147;7,396377596;7,153709475;7,373429833;6,753046128;6,946633503;7,004255103;7,498411184;6,57421665;7,085470288;7,472525432;6,9076802;7,029478269;7,638369572;6,731886117;7,099302612;7,067155934;7,878345218;7,602382936;6,46874809;6,871909551;6,771073523;7,079380835;8,008870099;6,732436487;7,703368933;6,749701944;7,152513955
"ACAA1";9,577869906;9,265485456;9,538080738;9,268945685;8,307542146;9,765115384;9,41020986;9,049410117;9,378395159;9,530971782;8,840762025;10,50527444;9,513170357;10,08428785;9,570823985;9,191204007;9,717477709;9,316752141;9,654079844;9,093226853;10,85767404;10,20215155;9,928819221;9,195116321;9,157690074;8,252155312;10,07117476;10,72770906;8,947534305;8,902151783
"ACAA2";10,28259019;9,184706481;9,205386449;9,213067306;10,00930902;11,0397483;10,99591305;8,024991084;9,768802511;9,592317203;8,635447958;10,01244671;7,77160589;11,7526832;9,925089031;10,0015026;10,70047509;8,761338568;8,479694439;8,920971265;11,79196025;8,637831678;9,346908933;8,921858188;8,961349743;8,452321404;9,014425018;9,284931765;7,883646237;9,489328573
"ACACA";7,275156411;7,644726097;7,193782957;7,084754107;8,841042212;7,378052396;6,725549963;7,426765977;7,198527233;7,687448284;6,717171135;6,57707878;7,487007675;7,160300824;7,536489408;7,41699972;7,002487351;7,884168265;6,962860798;7,059597743;7,189384215;6,69703436;6,831443678;7,525759428;6,863203497;7,157550397;7,473827132;6,69284355;6,357621164;7,876788092
"ACAD8";8,144431151;8,049832189;6,935039934;7,128796325;7,929714305;7,71056323;7,484543534;7,316419417;7,572374814;8,074791688;7,687241203;7,695598035;8,632377326;7,67507719;7,666063643;7,408264934;7,919382647;8,469031226;7,452798231;7,369849235;7,548303878;6,636535712;6,605878067;7,106243266;7,880252579;8,03752007;7,131606303;7,054498951;7,471353087;7,487425584
"ACAD9";8,316622175;8,438736712;8,589903551;9,035635226;8,330969444;8,713649416;8,526324236;8,46518995;8,902928376;9,022717229;9,251773197;8,649460327;8,201748617;8,463616743;8,331438928;7,996657475;8,628766369;8,210423049;8,617400952;9,004337225;8,531520647;8,854662724;8,909288321;8,745688229;8,241904323;8,641494328;8,756169412;8,711109071;8,36615645;7,985489009
"ACADL";3,49113663;3,808470329;3,533999342;3,593785493;4,041264937;4,265243985;3,497919612;3,873453673;3,768977295;3,493915748;3,896321039;3,497297617;3,549521358;3,744081139;3,848776716;3,689861364;3,675200527;3,677714951;3,628945744;3,544193064;3,66465655;3,638524291;3,497833235;3,739520955;3,693512898;3,906440126;3,642434392;3,572054558;3,772423677;3,71942866
"ACADM";8,753452721;9,073271235;9,518277768;9,277250203;10,19839118;9,498062988;9,650191788;9,538292257;9,931699527;9,048188507;8,576043588;9,499462065;10,25500111;9,84714123;9,883651319;9,715316894;9,794203506;9,860699354;7,606387849;9,198632423;9,440246696;9,556994631;9,349034449;9,813074236;9,826441248;8,552230545;9,166697394;8,858172206;9,851497702;10,08619504
"ACADS";6,722925175;6,957125981;6,929627054;7,692618208;6,417709154;6,490499176;6,480217434;6,54808899;6,867362681;6,302562892;5,68809324;6,926062517;6,808681991;7,295004246;6,821154671;6,620451207;7,213291151;7,285089967;7,195923988;6,575197559;6,431133593;7,939130373;7,487778162;7,030705983;6,496317315;6,567778208;6,933534066;7,169769112;6,913443803;6,504931026
"ACADSB";6,863115388;7,209091198;6,183128069;6,191392479;8,71341656;6,869898382;6,547671962;7,859542387;7,473687957;5,571439454;6,243623123;7,234707913;7,38380339;7,413658987;6,882480688;6,554632743;7,200894308;7,348372148;6,394088247;5,8826468;6,475109434;6,348054109;6,819121114;5,922797298;7,125616424;4,960644336;5,976288706;7,036531381;7,881761509;7,17265143
"ACADVL";8,532742498;9,669103979;10,14509931;10,02179449;7,627082681;9,440912;9,655377926;9,174535884;9,162866757;9,254952675;8,78734669;9,444712879;8,59241458;10,13770852;8,900736098;9,748661963;10,25109145;9,674348542;9,654600888;9,837062584;9,737852863;9,719294798;9,276852688;9,740262978;10,29827412;9,044435;9,834621069;9,202671907;9,111247228;9,002438084
"ACAT1";10,93594356;10,9535472;9,638959386;9,66207953;11,08366691;10,64252073;10,03094819;10,34874385;10,80155062;9,597265802;10,2789184;10,27577705;10,63138752;9,040834504;10,93542182;10,55989252;10,1155982;10,32034256;10,43999597;9,346811822;8,985039447;9,090318096;9,166108551;9,549589892;10,69437127;10,58288158;10,00691416;9,792447117;10,5885776;10,24999439
"ACAT2";9,8679323;8,880905378;8,554838704;8,878387172;9,885622147;9,9873315;9,818519421;8,959112565;9,684323548;8,875706488;8,320174707;9,665682464;9,303601594;9,542460593;8,694209374;8,77019206;10,34802478;8,863698947;8,645183702;9,057372478;8,037921749;8,219379987;8,574609634;8,758495314;9,102188604;7,968811293;8,85246645;9,918760367;8,503398612;9,908483249
"ACBD3";7,744587504;7,554964481;7,935935205;8,312798886;6,948140907;8,543794687;7,771723084;8,050550111;8,314339365;7,443692963;7,859302662;8,186300901;7,735579856;7,988646992;7,855888565;7,006430029;7,690568104;8,108953869;7,666499143;7,433335347;7,273156565;7,548187267;7,314517163;7,215768856;7,907832086;7,787138521;7,682988407;7,06382788;7,962864057;7,27782785
"ACBD5";6,853879188;7,56988797;6,067393868;6,895388318;7,031867824;7,673408645;7,805176724;6,251852115;7,885422174;6,873006384;6,778273316;6,926822479;8,144184398;7,457858136;7,36397227;6,635085294;7,816623238;6,967321074;6,23545302;6,356079872;7,072381967;6,811816546;6,467241131;6,75493263;6,624351885;7,069091652;5,778823619;7,144514151;7,633825178;7,220805886
"ACBD6";9,092488585;9,09731342;9,278575099;9,43799013;9,016201153;8,657352951;8,725059927;8,796481759;9,006029083;8,548955392;8,754099308;8,717039938;8,784800725;8,288433825;8,481211131;8,280639155;8,8807383;8,445402105;8,590355811;8,049758388;8,532855471;8,154790369;8,695159378;8,524708967;8,892399504;8,806186668;8,56232909;8,511335097;8,904180129;8,776171482
"ACD";7,981111999;8,122953402;7,887341774;7,716055916;8,711971063;8,505072039;8,511043766;8,056740856;8,97270113;8,420462728;8,472444121;8,069215729;9,017379294;8,628699148;8,988023049;7,668598128;8,305754412;9,101693353;8,151419408;7,888384353;7,747448248;8,713899293;8,10623906;8,251340827;9,455383905;8,336549303;7,631725857;8,101925434;8,164970519;8,796779586
"ACE";4,920244613;4,828186219;5,708110463;6,350507687;4,786453016;5,960136095;4,902987269;5,32201042;5,652926978;4,898867459;5,44519538;6,493598077;5,73279765;6,196725295;6,148484571;6,3071963;5,285003875;5,753138813;6,319167936;4,898367665;5,186325737;6,33250484;5,743778465;5,612349613;6,751614174;5,655505247;5,433332139;5,165153129;4,687805077;6,213619948
"ACE2";4,227739565;3,62530325;3,515678312;3,693998624;3,579811308;3,558446384;3,97021112;3,704072359;3,354106004;3,578079824;3,389322172;6,584991511;3,680466706;5,636807874;3,833211745;3,87833679;3,580460077;3,525220116;3,535709936;5,914648037;4,90668084;4,062856004;3,697748759;3,720699292;3,659680922;3,392429619;3,927013018;6,074457693;4,269674992;3,649127635
"ACHE";4,735931671;4,416834263;4,310471407;4,283752497;4,076179843;4,128387431;4,289245353;4,191372344;4,17603939;4,298933499;3,993871856;4,132359072;4,902648424;4,983234372;5,457251695;5,562200663;4,204177445;4,47481751;4,493316969;4,110109906;4,341289807;4,445184486;4,122619306;4,02283412;4,155097371;4,203248511;4,131102494;4,437495358;4,266378391;4,263470547
"ACIN1";7,674098489;7,997524169;7,755223816;7,822243617;8,225693386;8,045289501;7,855995548;7,610730047;8,146105844;7,566924707;7,800043017;7,603704931;8,219897092;7,866628176;7,766808622;7,584514064;7,870118971;8,09870388;7,842461802;7,904619108;8,193937271;7,854581448;7,619548836;7,753902859;8,099704773;7,973120455;7,596374551;7,847334207;8,058767777;7,838537679
"ACLY";8,96073616;8,692200525;7,796709528;8,40042229;9,740230579;9,396483853;8,889979562;8,205861691;8,691114992;8,594195017;8,401098387;8,261217568;9,202490126;8,74028822;8,416857071;8,38116766;8,443931227;8,683206739;7,547451409;8,63224626;8,137464025;7,256183446;7,458842098;7,70639308;8,414568531;9,409182864;7,461864951;8,690984235;8,653036267;8,672386951
"ACMSD";3,307416523;3,576504317;4,956349472;3,686140812;3,524921144;3,476890469;3,558961923;3,255805306;3,268411942;3,348128327;3,22561288;3,191291852;3,367341673;3,405447899;3,317541093;3,312660594;3,377624346;3,392989994;3,366910192;3,42610192;3,239928253;3,612977345;5,393453091;3,519468749;3,511676397;3,188162696;3,652394636;3,400936443;5,151073503;3,291963835
"ACO1";9,003677558;8,755165591;8,682946783;8,53732984;7,20698994;8,873979061;8,247152097;8,765560197;8,816305293;8,486061592;7,82096989;8,59428484;8,507939835;8,176945323;8,331302674;8,031372001;8,871715574;8,852164077;8,447524621;8,430351346;8,172632724;8,896726381;8,911685555;8,407665075;7,833581188;8,356003135;8,183353067;8,114781784;8,647203754;7,888401018
"ACOT11";6,306240755;6,544839871;7,215519013;7,247176562;5,661783302;6,886190272;7,309592068;7,517062781;6,850353769;7,131777255;7,114132354;7,266142734;6,56082789;7,208487006;6,802610646;6,672730953;7,075819166;6,003842301;7,109067395;7,370802065;7,610757867;7,39254826;7,79421852;7,540134182;6,865364157;6,969496331;7,402214048;7,234308893;6,778491218;7,222188113
"ACOT12";3,287071195;3,31388429;3,276823276;3,280947043;3,159639655;3,202055622;3,211353576;3,32176362;3,267941693;3,241742513;3,22660045;3,273482442;3,396728289;3,161426376;3,195352277;3,107363126;3,346277986;3,307191456;3,314404736;3,279589948;3,324795637;3,435042389;3,279476658;3,245809492;3,34569218;3,220554835;3,360298953;3,252075287;3,260669784;3,389087903
"ACOT4";4,656401888;4,22550468;8,005880841;8,182711005;4,316602336;6,740271503;6,853676653;4,405266956;7,006305168;6,059339248;5,529787252;5,543748647;4,246809157;4,973473206;6,440122708;5,007224487;4,130881296;4,316990122;4,72953695;5,684950921;4,933991614;5,7380474;5,774273188;5,116748775;6,853010897;8,167835819;4,656521467;4,360141713;4,274335459;4,391198771
"ACOT7";8,657041835;8,267635784;8,338541081;8,429621583;8,626965482;7,904878511;7,832532844;7,673129522;7,958462176;7,003903903;8,104868718;7,501107959;8,100339552;7,765697605;7,791274247;7,540990788;7,822525505;8,180376752;7,778175629;7,308627836;7,403683703;6,61949806;6,893185342;6,82834911;7,8705643;7,914039247;6,847410092;7,400960937;8,284117298;7,664842403
"ACOT8";6,881408163;5,313663626;5,91737988;5,865244791;6,310331571;4,881347331;5,696859876;4,673095613;5,527609865;6,366415725;6,012458159;5,554846134;6,600714804;5,735990509;5,42580267;5,02792434;5,696951656;5,618420066;5,781818697;5,715917429;6,155552772;5,579086831;7,226274042;5,388015798;6,579631327;7,228261615;6,565620274;5,535273051;4,730533137;6,782496294
"ACOX1";7,941931104;7,669409695;8,97460281;9,011143439;7,618291319;7,789278367;8,271983437;8,418419716;8,093250641;8,59757221;7,036729547;8,262957742;8,45016564;8,549867576;7,607696834;7,970593503;7,875558205;7,875605782;7,297936667;8,599105197;9,059178979;8,350177268;8,884050319;7,540570998;8,927458111;7,237669742;8,47467443;7,186953908;7,703644531;7,690020739
"ACOX2";5,511082271;5,984048269;4,479718425;4,936285514;5,683302724;4,468292193;5,79876595;7,41788505;4,480879966;4,429115003;4,35768414;5,595915869;4,66694504;5,326384598;4,795912116;4,741784338;7,431315902;5,964698051;4,789386584;5,444902977;4,856367562;7,856246237;7,122185799;6,081695545;5,042031241;4,621958199;6,965849217;5,743325267;8,708750386;5,014461509
"ACOX3";6,422432671;6,236367358;6,543935735;6,605175694;7,122959066;6,582750898;6,820583318;7,02650161;6,651354655;5,745796391;6,043645124;5,975814887;6,317518126;7,126389744;7,086178084;6,651067562;6,666269963;7,011644829;6,542704037;6,057346411;5,719893998;6,680901726;6,573052639;6,145278252;6,652041257;6,91984072;6,557259868;5,563855927;6,717327618;6,120589632
"ACOXL";4,947822728;4,660779498;5,083224203;4,877079377;4,538525076;5,7755176;4,66195002;5,634841954;5,57085518;4,627163842;5,659857253;4,871521508;4,803970451;4,650700658;5,886198279;5,502044997;4,582839102;4,797479921;4,890596957;4,774374317;4,812067524;4,745156899;4,724608607;4,672326437;4,98584654;5,336603813;4,686439949;4,780750001;4,49728895;5,141801456
"ACP1";9,859902471;9,798852831;10,06991351;9,943593585;10,3601758;9,901707794;8,847188124;9,021113397;9,648523234;9,376968713;9,044992748;9,168605603;9,80281945;8,915895169;9,674366288;9,124366807;9,356211589;9,200074056;9,227860505;9,544846197;9,159996806;8,753502162;8,562304284;9,162809773;9,10674298;9,841988185;8,661477354;9,772503414;9,391951768;9,633347783
"ACP2";8,359346912;8,294144338;8,122473325;7,731784098;6,989937826;8,640362453;7,851986609;8,042067027;8,529938629;8,077045118;7,576365258;6,991967192;7,702003538;8,15124066;7,590559152;8,460403446;7,657780827;7,74977086;9,06402876;8,571167927;7,997449446;6,985649899;7,590099597;8,123108657;8,318494333;8,311603459;7,643555867;8,248321787;7,890466803;7,6160914
"ACP5";4,720409691;4,837470234;6,058681065;6,707041644;4,740665761;4,721772268;4,651208078;4,934675643;4,731602673;5,042692368;4,847684713;4,670754904;4,734235161;4,93777336;4,670143115;4,718142143;6,919686629;4,926452375;5,100041266;4,751186656;4,603237741;5,112470895;5,042975998;4,770614538;5,713165064;5,386097649;4,676635462;5,126160257;4,650359738;4,970338413
"ACP6";7,862662374;8,28850944;9,062260611;8,908183481;9,130667381;7,901632251;7,923428343;7,620622532;8,113628844;9,308666326;8,305926351;8,446914302;9,243668187;7,765721182;8,191072624;8,286243651;8,325248907;8,67729873;8,439429784;8,165172703;9,425054219;8,265920621;7,694574967;9,460015005;8,6478193;8,369324847;7,907748589;8,287466436;7,630047298;8,940375802
"ACPP";5,605288875;4,250503167;6,504268096;7,359553293;4,164814918;6,840403906;5,729123313;4,221090557;5,08538194;5,158392545;3,680106677;6,91644491;4,477679023;5,764740563;4,068526336;4,729322004;6,446240186;3,919817253;3,770147655;3,947521254;5,597958569;6,022254996;5,551870405;7,00749113;4,164382908;3,968660403;6,270562369;5,493963983;5,551708333;3,95009548
"ACPT";6,749973046;6,858605537;6,537310511;6,72180836;6,635829977;6,600672482;6,407756513;6,693935193;6,646919933;6,435127521;6,579270839;6,592298094;6,886082858;6,523641595;6,816873121;6,477373684;6,362024716;6,683935039;6,338759969;6,62191997;6,63260624;6,851805227;6,643606389;6,707453772;6,80787911;6,469951073;6,770750786;6,462639516;6,285623423;6,618819392
"ACRBP";5,049660513;5,136425297;5,078631657;5,20868632;4,93853186;5,271820674;5,032681994;4,948148614;5,222490213;4,961907351;4,869263169;4,835718088;5,167577934;5,278826857;4,886979248;5,697925643;5,403974006;4,997349353;5,567483871;5,186503103;4,786407777;4,816296435;5,162558327;4,609522069;5,943721823;5,204139397;4,6451978;5,056986334;5,592766981;5,3403473
